trace_ghistoryBits,pcIndexBits,trainingThresholdBits,weightsBits,size,mis_prediction_rate,better_than_tournament
int_1.bz2,34,6,8,9,22400,11.062,1
int_2.bz2,34,6,8,9,22400,0.486,0
mm_1.bz2,34,7,5,5,26880,3.225,0
mm_2.bz2,34,7,5,5,26880,8.731,0
fp_1.bz2,34,7,5,5,26880,1.007,0
fp_2.bz2,34,7,5,5,26880,1.359,1
int_1.bz2,34,7,5,5,26880,10.850,1
int_2.bz2,34,7,5,5,26880,0.325,1
mm_1.bz2,34,7,5,6,31360,2.194,1
mm_2.bz2,34,7,5,6,31360,8.531,0
fp_1.bz2,34,7,5,6,31360,0.844,1
fp_2.bz2,34,7,5,6,31360,0.974,1
int_1.bz2,34,7,5,6,31360,9.639,1
int_2.bz2,34,7,5,6,31360,0.327,1
mm_1.bz2,34,7,5,7,35840,2.091,1
mm_2.bz2,34,7,5,7,35840,8.521,0
fp_1.bz2,34,7,5,7,35840,0.839,1
fp_2.bz2,34,7,5,7,35840,0.973,1
int_1.bz2,34,7,5,7,35840,9.192,1
int_2.bz2,34,7,5,7,35840,0.325,1
mm_1.bz2,34,7,5,8,40320,2.027,1
mm_2.bz2,34,7,5,8,40320,8.521,0
fp_1.bz2,34,7,5,8,40320,0.839,1
fp_2.bz2,34,7,5,8,40320,0.973,1
int_1.bz2,34,7,5,8,40320,9.067,1
int_2.bz2,34,7,5,8,40320,0.325,1
mm_1.bz2,34,7,5,9,44800,2.023,1
mm_2.bz2,34,7,5,9,44800,8.521,0
fp_1.bz2,34,7,5,9,44800,0.839,1
fp_2.bz2,34,7,5,9,44800,0.973,1
int_1.bz2,34,7,5,9,44800,9.056,1
int_2.bz2,34,7,5,9,44800,0.325,1
mm_1.bz2,34,7,6,5,26880,3.956,0
mm_2.bz2,34,7,6,5,26880,9.730,0
fp_1.bz2,34,7,6,5,26880,1.089,0
fp_2.bz2,34,7,6,5,26880,1.716,1
int_1.bz2,34,7,6,5,26880,11.907,1
int_2.bz2,34,7,6,5,26880,0.372,1
mm_1.bz2,34,7,6,6,31360,2.917,0
mm_2.bz2,34,7,6,6,31360,9.173,0
fp_1.bz2,34,7,6,6,31360,0.972,1
fp_2.bz2,34,7,6,6,31360,1.245,1
int_1.bz2,34,7,6,6,31360,10.269,1
int_2.bz2,34,7,6,6,31360,0.336,1
mm_1.bz2,34,7,6,7,35840,2.059,1
mm_2.bz2,34,7,6,7,35840,9.022,0
fp_1.bz2,34,7,6,7,35840,0.850,1
fp_2.bz2,34,7,6,7,35840,0.985,1
int_1.bz2,34,7,6,7,35840,9.280,1
int_2.bz2,34,7,6,7,35840,0.334,1
mm_1.bz2,34,7,6,8,40320,1.986,1
mm_2.bz2,34,7,6,8,40320,9.020,0
fp_1.bz2,34,7,6,8,40320,0.849,1
fp_2.bz2,34,7,6,8,40320,0.985,1
int_1.bz2,34,7,6,8,40320,8.970,1
int_2.bz2,34,7,6,8,40320,0.334,1
mm_1.bz2,34,7,6,9,44800,1.981,1
mm_2.bz2,34,7,6,9,44800,9.020,0
fp_1.bz2,34,7,6,9,44800,0.849,1
fp_2.bz2,34,7,6,9,44800,0.985,1
int_1.bz2,34,7,6,9,44800,8.886,1
int_2.bz2,34,7,6,9,44800,0.334,1
mm_1.bz2,34,7,7,5,26880,6.080,0
mm_2.bz2,34,7,7,5,26880,11.809,0
fp_1.bz2,34,7,7,5,26880,1.343,0
fp_2.bz2,34,7,7,5,26880,3.903,0
int_1.bz2,34,7,7,5,26880,14.361,0
int_2.bz2,34,7,7,5,26880,0.485,0
mm_1.bz2,34,7,7,6,31360,3.918,0
mm_2.bz2,34,7,7,6,31360,10.439,0
fp_1.bz2,34,7,7,6,31360,1.097,0
fp_2.bz2,34,7,7,6,31360,1.871,1
int_1.bz2,34,7,7,6,31360,11.612,1
int_2.bz2,34,7,7,6,31360,0.396,1
mm_1.bz2,34,7,7,7,35840,2.951,0
mm_2.bz2,34,7,7,7,35840,9.922,0
fp_1.bz2,34,7,7,7,35840,0.924,1
fp_2.bz2,34,7,7,7,35840,1.173,1
int_1.bz2,34,7,7,7,35840,10.184,1
int_2.bz2,34,7,7,7,35840,0.373,1
mm_1.bz2,34,7,7,8,40320,2.178,1
mm_2.bz2,34,7,7,8,40320,9.814,0
fp_1.bz2,34,7,7,8,40320,0.869,1
fp_2.bz2,34,7,7,8,40320,1.008,1
int_1.bz2,34,7,7,8,40320,9.317,1
int_2.bz2,34,7,7,8,40320,0.373,1
mm_1.bz2,34,7,7,9,44800,2.136,1
mm_2.bz2,34,7,7,9,44800,9.812,0
fp_1.bz2,34,7,7,9,44800,0.869,1
fp_2.bz2,34,7,7,9,44800,1.007,1
int_1.bz2,34,7,7,9,44800,9.078,1
int_2.bz2,34,7,7,9,44800,0.373,1
mm_1.bz2,34,7,8,5,26880,9.430,0
mm_2.bz2,34,7,8,5,26880,15.620,0
fp_1.bz2,34,7,8,5,26880,1.518,0
fp_2.bz2,34,7,8,5,26880,9.075,0
int_1.bz2,34,7,8,5,26880,17.821,0
int_2.bz2,34,7,8,5,26880,0.644,0
mm_1.bz2,34,7,8,6,31360,6.229,0
mm_2.bz2,34,7,8,6,31360,12.917,0
fp_1.bz2,34,7,8,6,31360,1.316,0
fp_2.bz2,34,7,8,6,31360,3.702,0
int_1.bz2,34,7,8,6,31360,14.333,0
int_2.bz2,34,7,8,6,31360,0.519,0
mm_1.bz2,34,7,8,7,35840,3.975,0
mm_2.bz2,34,7,8,7,35840,11.475,0
fp_1.bz2,34,7,8,7,35840,1.044,0
fp_2.bz2,34,7,8,7,35840,1.860,1
int_1.bz2,34,7,8,7,35840,11.586,1
int_2.bz2,34,7,8,7,35840,0.449,0
mm_1.bz2,34,7,8,8,40320,3.055,0
mm_2.bz2,34,7,8,8,40320,11.008,0
fp_1.bz2,34,7,8,8,40320,0.945,1
fp_2.bz2,34,7,8,8,40320,1.118,1
int_1.bz2,34,7,8,8,40320,10.355,1
int_2.bz2,34,7,8,8,40320,0.434,0
mm_1.bz2,34,7,8,9,44800,2.452,1
mm_2.bz2,34,7,8,9,44800,10.946,0
fp_1.bz2,34,7,8,9,44800,0.903,1
fp_2.bz2,34,7,8,9,44800,1.052,1
int_1.bz2,34,7,8,9,44800,9.626,1
int_2.bz2,34,7,8,9,44800,0.434,0
mm_1.bz2,34,8,5,5,53760,2.971,0
mm_2.bz2,34,8,5,5,53760,7.347,1
fp_1.bz2,34,8,5,5,53760,0.911,1
fp_2.bz2,34,8,5,5,53760,1.356,1
int_1.bz2,34,8,5,5,53760,9.676,1
int_2.bz2,34,8,5,5,53760,0.324,1
mm_1.bz2,34,8,5,6,62720,2.133,1
mm_2.bz2,34,8,5,6,62720,7.156,1
fp_1.bz2,34,8,5,6,62720,0.828,1
fp_2.bz2,34,8,5,6,62720,0.972,1
int_1.bz2,34,8,5,6,62720,8.257,1
int_2.bz2,34,8,5,6,62720,0.320,1
mm_1.bz2,34,8,6,5,53760,3.559,0
mm_2.bz2,34,8,6,5,53760,8.150,1
fp_1.bz2,34,8,6,5,53760,0.997,0
fp_2.bz2,34,8,6,5,53760,1.697,1
int_1.bz2,34,8,6,5,53760,10.652,1
int_2.bz2,34,8,6,5,53760,0.363,1
mm_1.bz2,34,8,6,6,62720,2.805,0
mm_2.bz2,34,8,6,6,62720,7.672,1
fp_1.bz2,34,8,6,6,62720,0.845,1
fp_2.bz2,34,8,6,6,62720,1.242,1
int_1.bz2,34,8,6,6,62720,9.028,1
int_2.bz2,34,8,6,6,62720,0.330,1
mm_1.bz2,34,8,7,5,53760,5.063,0
mm_2.bz2,34,8,7,5,53760,9.993,0
fp_1.bz2,34,8,7,5,53760,1.167,0
fp_2.bz2,34,8,7,5,53760,3.584,0
int_1.bz2,34,8,7,5,53760,12.752,0
int_2.bz2,34,8,7,5,53760,0.440,0
mm_1.bz2,34,8,7,6,62720,3.632,0
mm_2.bz2,34,8,7,6,62720,8.760,0
fp_1.bz2,34,8,7,6,62720,0.932,1
fp_2.bz2,34,8,7,6,62720,1.835,1
int_1.bz2,34,8,7,6,62720,10.250,1
int_2.bz2,34,8,7,6,62720,0.380,1
mm_1.bz2,34,8,8,5,53760,6.837,0
mm_2.bz2,34,8,8,5,53760,13.401,0
fp_1.bz2,34,8,8,5,53760,1.342,0
fp_2.bz2,34,8,8,5,53760,8.576,0
int_1.bz2,34,8,8,5,53760,15.789,0
int_2.bz2,34,8,8,5,53760,0.593,0
mm_1.bz2,34,8,8,6,62720,5.166,0
mm_2.bz2,34,8,8,6,62720,10.826,0
fp_1.bz2,34,8,8,6,62720,1.101,0
fp_2.bz2,34,8,8,6,62720,3.423,0
int_1.bz2,34,8,8,6,62720,12.702,0
int_2.bz2,34,8,8,6,62720,0.468,0
mm_1.bz2,36,6,5,5,14208,3.390,0
mm_2.bz2,36,6,5,5,14208,10.407,0
fp_1.bz2,36,6,5,5,14208,1.035,0
fp_2.bz2,36,6,5,5,14208,1.213,1
int_1.bz2,36,6,5,5,14208,12.274,1
int_2.bz2,36,6,5,5,14208,0.351,1
mm_1.bz2,36,6,5,6,16576,2.052,1
mm_2.bz2,36,6,5,6,16576,10.228,0
fp_1.bz2,36,6,5,6,16576,0.858,1
fp_2.bz2,36,6,5,6,16576,0.974,1
int_1.bz2,36,6,5,6,16576,11.065,1
int_2.bz2,36,6,5,6,16576,0.353,1
mm_1.bz2,36,6,5,7,18944,1.841,1
mm_2.bz2,36,6,5,7,18944,10.238,0
fp_1.bz2,36,6,5,7,18944,0.847,1
fp_2.bz2,36,6,5,7,18944,0.973,1
int_1.bz2,36,6,5,7,18944,10.804,1
int_2.bz2,36,6,5,7,18944,0.343,1
mm_1.bz2,36,6,5,8,21312,1.806,1
mm_2.bz2,36,6,5,8,21312,10.238,0
fp_1.bz2,36,6,5,8,21312,0.847,1
fp_2.bz2,36,6,5,8,21312,0.973,1
int_1.bz2,36,6,5,8,21312,10.792,1
int_2.bz2,36,6,5,8,21312,0.343,1
mm_1.bz2,36,6,5,9,23680,1.807,1
mm_2.bz2,36,6,5,9,23680,10.238,0
fp_1.bz2,36,6,5,9,23680,0.847,1
fp_2.bz2,36,6,5,9,23680,0.973,1
int_1.bz2,36,6,5,9,23680,10.792,1
int_2.bz2,36,6,5,9,23680,0.343,1
mm_1.bz2,36,6,6,5,14208,5.149,0
mm_2.bz2,36,6,6,5,14208,11.489,0
fp_1.bz2,36,6,6,5,14208,1.108,0
fp_2.bz2,36,6,6,5,14208,1.922,1
int_1.bz2,36,6,6,5,14208,13.386,0
int_2.bz2,36,6,6,5,14208,0.415,1
mm_1.bz2,36,6,6,6,16576,3.196,0
mm_2.bz2,36,6,6,6,16576,11.003,0
fp_1.bz2,36,6,6,6,16576,0.979,1
fp_2.bz2,36,6,6,6,16576,1.187,1
int_1.bz2,36,6,6,6,16576,11.537,1
int_2.bz2,36,6,6,6,16576,0.364,1
mm_1.bz2,36,6,6,7,18944,1.997,1
mm_2.bz2,36,6,6,7,18944,10.876,0
fp_1.bz2,36,6,6,7,18944,0.855,1
fp_2.bz2,36,6,6,7,18944,0.983,1
int_1.bz2,36,6,6,7,18944,10.630,1
int_2.bz2,36,6,6,7,18944,0.359,1
mm_1.bz2,36,6,6,8,21312,1.854,1
mm_2.bz2,36,6,6,8,21312,10.865,0
fp_1.bz2,36,6,6,8,21312,0.855,1
fp_2.bz2,36,6,6,8,21312,0.983,1
int_1.bz2,36,6,6,8,21312,10.489,1
int_2.bz2,36,6,6,8,21312,0.359,1
mm_1.bz2,36,6,6,9,23680,1.853,1
mm_2.bz2,36,6,6,9,23680,10.865,0
fp_1.bz2,36,6,6,9,23680,0.855,1
fp_2.bz2,36,6,6,9,23680,0.983,1
int_1.bz2,36,6,6,9,23680,10.488,1
int_2.bz2,36,6,6,9,23680,0.359,1
mm_1.bz2,36,6,7,5,14208,8.137,0
mm_2.bz2,36,6,7,5,14208,13.657,0
fp_1.bz2,36,6,7,5,14208,1.373,0
fp_2.bz2,36,6,7,5,14208,3.745,0
int_1.bz2,36,6,7,5,14208,15.836,0
int_2.bz2,36,6,7,5,14208,0.558,0
mm_1.bz2,36,6,7,6,16576,4.912,0
mm_2.bz2,36,6,7,6,16576,12.444,0
fp_1.bz2,36,6,7,6,16576,1.049,0
fp_2.bz2,36,6,7,6,16576,1.941,1
int_1.bz2,36,6,7,6,16576,13.019,0
int_2.bz2,36,6,7,6,16576,0.447,0
mm_1.bz2,36,6,7,7,18944,3.115,0
mm_2.bz2,36,6,7,7,18944,11.903,0
fp_1.bz2,36,6,7,7,18944,0.996,0
fp_2.bz2,36,6,7,7,18944,1.210,1
int_1.bz2,36,6,7,7,18944,11.401,1
int_2.bz2,36,6,7,7,18944,0.411,1
mm_1.bz2,36,6,7,8,21312,2.086,1
mm_2.bz2,36,6,7,8,21312,11.794,0
fp_1.bz2,36,6,7,8,21312,0.878,1
fp_2.bz2,36,6,7,8,21312,1.006,1
int_1.bz2,36,6,7,8,21312,10.613,1
int_2.bz2,36,6,7,8,21312,0.407,1
mm_1.bz2,36,6,7,9,23680,2.004,1
mm_2.bz2,36,6,7,9,23680,11.789,0
fp_1.bz2,36,6,7,9,23680,0.878,1
fp_2.bz2,36,6,7,9,23680,1.006,1
int_1.bz2,36,6,7,9,23680,10.534,1
int_2.bz2,36,6,7,9,23680,0.407,1
mm_1.bz2,36,6,8,5,14208,12.329,0
mm_2.bz2,36,6,8,5,14208,17.390,0
fp_1.bz2,36,6,8,5,14208,1.676,0
fp_2.bz2,36,6,8,5,14208,7.314,0
int_1.bz2,36,6,8,5,14208,19.647,0
int_2.bz2,36,6,8,5,14208,0.773,0
mm_1.bz2,36,6,8,6,16576,8.078,0
mm_2.bz2,36,6,8,6,16576,14.924,0
fp_1.bz2,36,6,8,6,16576,1.414,0
fp_2.bz2,36,6,8,6,16576,3.445,0
int_1.bz2,36,6,8,6,16576,15.787,0
int_2.bz2,36,6,8,6,16576,0.595,0
mm_1.bz2,36,6,8,7,18944,4.790,0
mm_2.bz2,36,6,8,7,18944,13.580,0
fp_1.bz2,36,6,8,7,18944,1.062,0
fp_2.bz2,36,6,8,7,18944,1.976,1
int_1.bz2,36,6,8,7,18944,13.080,0
int_2.bz2,36,6,8,7,18944,0.509,0
mm_1.bz2,36,6,8,8,21312,3.259,0
mm_2.bz2,36,6,8,8,21312,13.035,0
fp_1.bz2,36,6,8,8,21312,0.955,1
fp_2.bz2,36,6,8,8,21312,1.233,1
int_1.bz2,36,6,8,8,21312,11.540,1
int_2.bz2,36,6,8,8,21312,0.482,0
mm_1.bz2,36,6,8,9,23680,2.351,1
mm_2.bz2,36,6,8,9,23680,12.945,0
fp_1.bz2,36,6,8,9,23680,0.916,1
fp_2.bz2,36,6,8,9,23680,1.048,1
int_1.bz2,36,6,8,9,23680,10.895,1
int_2.bz2,36,6,8,9,23680,0.481,0
mm_1.bz2,36,7,5,5,28416,2.890,0
mm_2.bz2,36,7,5,5,28416,8.703,0
fp_1.bz2,36,7,5,5,28416,1.013,0
fp_2.bz2,36,7,5,5,28416,1.208,1
int_1.bz2,36,7,5,5,28416,10.820,1
int_2.bz2,36,7,5,5,28416,0.327,1
mm_1.bz2,36,7,5,6,33152,1.924,1
mm_2.bz2,36,7,5,6,33152,8.500,0
fp_1.bz2,36,7,5,6,33152,0.852,1
fp_2.bz2,36,7,5,6,33152,0.973,1
int_1.bz2,36,7,5,6,33152,9.597,1
int_2.bz2,36,7,5,6,33152,0.338,1
mm_1.bz2,36,7,5,7,37888,1.724,1
mm_2.bz2,36,7,5,7,37888,8.484,0
fp_1.bz2,36,7,5,7,37888,0.840,1
fp_2.bz2,36,7,5,7,37888,0.972,1
int_1.bz2,36,7,5,7,37888,9.162,1
int_2.bz2,36,7,5,7,37888,0.336,1
mm_1.bz2,36,7,5,8,42624,1.754,1
mm_2.bz2,36,7,5,8,42624,8.484,0
fp_1.bz2,36,7,5,8,42624,0.840,1
fp_2.bz2,36,7,5,8,42624,0.972,1
int_1.bz2,36,7,5,8,42624,9.039,1
int_2.bz2,36,7,5,8,42624,0.336,1
mm_1.bz2,36,7,5,9,47360,1.754,1
mm_2.bz2,36,7,5,9,47360,8.484,0
fp_1.bz2,36,7,5,9,47360,0.840,1
fp_2.bz2,36,7,5,9,47360,0.972,1
int_1.bz2,36,7,5,9,47360,9.029,1
int_2.bz2,36,7,5,9,47360,0.336,1
mm_1.bz2,36,7,6,5,28416,3.770,0
mm_2.bz2,36,7,6,5,28416,9.629,0
fp_1.bz2,36,7,6,5,28416,1.089,0
fp_2.bz2,36,7,6,5,28416,1.921,1
int_1.bz2,36,7,6,5,28416,11.778,1
int_2.bz2,36,7,6,5,28416,0.365,1
mm_1.bz2,36,7,6,6,33152,2.723,0
mm_2.bz2,36,7,6,6,33152,9.096,0
fp_1.bz2,36,7,6,6,33152,0.973,1
fp_2.bz2,36,7,6,6,33152,1.185,1
int_1.bz2,36,7,6,6,33152,10.192,1
int_2.bz2,36,7,6,6,33152,0.332,1
mm_1.bz2,36,7,6,7,37888,1.898,1
mm_2.bz2,36,7,6,7,37888,8.943,0
fp_1.bz2,36,7,6,7,37888,0.850,1
fp_2.bz2,36,7,6,7,37888,0.982,1
int_1.bz2,36,7,6,7,37888,9.204,1
int_2.bz2,36,7,6,7,37888,0.333,1
mm_1.bz2,36,7,6,8,42624,1.837,1
mm_2.bz2,36,7,6,8,42624,8.942,0
fp_1.bz2,36,7,6,8,42624,0.850,1
fp_2.bz2,36,7,6,8,42624,0.981,1
int_1.bz2,36,7,6,8,42624,8.918,1
int_2.bz2,36,7,6,8,42624,0.333,1
mm_1.bz2,36,7,6,9,47360,1.836,1
mm_2.bz2,36,7,6,9,47360,8.942,0
fp_1.bz2,36,7,6,9,47360,0.850,1
fp_2.bz2,36,7,6,9,47360,0.981,1
int_1.bz2,36,7,6,9,47360,8.838,1
int_2.bz2,36,7,6,9,47360,0.333,1
mm_1.bz2,36,7,7,5,28416,5.881,0
mm_2.bz2,36,7,7,5,28416,11.654,0
fp_1.bz2,36,7,7,5,28416,1.343,0
fp_2.bz2,36,7,7,5,28416,3.743,0
int_1.bz2,36,7,7,5,28416,14.172,0
int_2.bz2,36,7,7,5,28416,0.480,0
mm_1.bz2,36,7,7,6,33152,3.650,0
mm_2.bz2,36,7,7,6,33152,10.317,0
fp_1.bz2,36,7,7,6,33152,1.097,0
fp_2.bz2,36,7,7,6,33152,1.938,1
int_1.bz2,36,7,7,6,33152,11.477,1
int_2.bz2,36,7,7,6,33152,0.390,1
mm_1.bz2,36,7,7,7,37888,2.700,0
mm_2.bz2,36,7,7,7,37888,9.823,0
fp_1.bz2,36,7,7,7,37888,0.939,1
fp_2.bz2,36,7,7,7,37888,1.212,1
int_1.bz2,36,7,7,7,37888,10.059,1
int_2.bz2,36,7,7,7,37888,0.368,1
mm_1.bz2,36,7,7,8,42624,1.956,1
mm_2.bz2,36,7,7,8,42624,9.715,0
fp_1.bz2,36,7,7,8,42624,0.870,1
fp_2.bz2,36,7,7,8,42624,1.004,1
int_1.bz2,36,7,7,8,42624,9.218,1
int_2.bz2,36,7,7,8,42624,0.368,1
mm_1.bz2,36,7,7,9,47360,1.923,1
mm_2.bz2,36,7,7,9,47360,9.715,0
fp_1.bz2,36,7,7,9,47360,0.870,1
fp_2.bz2,36,7,7,9,47360,1.004,1
int_1.bz2,36,7,7,9,47360,8.992,1
int_2.bz2,36,7,7,9,47360,0.368,1
mm_1.bz2,36,7,8,5,28416,9.032,0
mm_2.bz2,36,7,8,5,28416,15.388,0
fp_1.bz2,36,7,8,5,28416,1.518,0
fp_2.bz2,36,7,8,5,28416,7.288,0
int_1.bz2,36,7,8,5,28416,17.553,0
int_2.bz2,36,7,8,5,28416,0.630,0
mm_1.bz2,36,7,8,6,33152,6.181,0
mm_2.bz2,36,7,8,6,33152,12.741,0
fp_1.bz2,36,7,8,6,33152,1.344,0
fp_2.bz2,36,7,8,6,33152,3.402,0
int_1.bz2,36,7,8,6,33152,14.169,0
int_2.bz2,36,7,8,6,33152,0.516,0
mm_1.bz2,36,7,8,7,37888,3.685,0
mm_2.bz2,36,7,8,7,37888,11.335,0
fp_1.bz2,36,7,8,7,37888,1.059,0
fp_2.bz2,36,7,8,7,37888,1.974,1
int_1.bz2,36,7,8,7,37888,11.447,1
int_2.bz2,36,7,8,7,37888,0.449,0
mm_1.bz2,36,7,8,8,42624,2.736,0
mm_2.bz2,36,7,8,8,42624,10.897,0
fp_1.bz2,36,7,8,8,42624,0.943,1
fp_2.bz2,36,7,8,8,42624,1.228,1
int_1.bz2,36,7,8,8,42624,10.228,1
int_2.bz2,36,7,8,8,42624,0.431,0
mm_1.bz2,36,7,8,9,47360,2.140,1
mm_2.bz2,36,7,8,9,47360,10.831,0
fp_1.bz2,36,7,8,9,47360,0.904,1
fp_2.bz2,36,7,8,9,47360,1.045,1
int_1.bz2,36,7,8,9,47360,9.510,1
int_2.bz2,36,7,8,9,47360,0.431,0
mm_1.bz2,36,8,5,5,56832,2.700,0
mm_2.bz2,36,8,5,5,56832,7.301,1
fp_1.bz2,36,8,5,5,56832,0.911,1
fp_2.bz2,36,8,5,5,56832,1.206,1
int_1.bz2,36,8,5,5,56832,9.641,1
int_2.bz2,36,8,5,5,56832,0.327,1
mm_1.bz2,36,8,6,5,56832,3.588,0
mm_2.bz2,36,8,6,5,56832,8.063,1
fp_1.bz2,36,8,6,5,56832,0.996,0
fp_2.bz2,36,8,6,5,56832,1.909,1
int_1.bz2,36,8,6,5,56832,10.536,1
int_2.bz2,36,8,6,5,56832,0.357,1
mm_1.bz2,36,8,7,5,56832,4.759,0
mm_2.bz2,36,8,7,5,56832,9.834,0
fp_1.bz2,36,8,7,5,56832,1.167,0
fp_2.bz2,36,8,7,5,56832,3.533,0
int_1.bz2,36,8,7,5,56832,12.606,1
int_2.bz2,36,8,7,5,56832,0.439,0
mm_1.bz2,36,8,8,5,56832,6.299,0
mm_2.bz2,36,8,8,5,56832,13.162,0
fp_1.bz2,36,8,8,5,56832,1.341,0
fp_2.bz2,36,8,8,5,56832,6.918,0
int_1.bz2,36,8,8,5,56832,15.608,0
int_2.bz2,36,8,8,5,56832,0.570,0
